iter	RMSE
525	0.1349111988
526	0.1348901302
527	0.1348412826
528	0.1348155173
529	0.1348091821
530	0.1347893439
531	0.1347566847
532	0.1347233345
533	0.1346855809
534	0.1346590895
535	0.1346265264
536	0.1345841632
537	0.1345361548
538	0.1345143484
539	0.1344975801
540	0.1344713085
541	0.1344433825
542	0.1344234283
543	0.1344102085
544	0.1343805797
545	0.1343131529
546	0.1342905777
547	0.1342475722
548	0.1341898709
549	0.1341564187
550	0.1341404794
551	0.1340975111
552	0.1340565715
553	0.1340238573
554	0.1339804587
555	0.133915429
556	0.1338908256
557	0.1338504126
558	0.1338391131
559	0.1337787328
560	0.1337568282
561	0.1337286512
562	0.133674092
563	0.133659121
564	0.1336447708
565	0.1336345422
566	0.1336001475
567	0.133588327
568	0.1335539215
569	0.1335422009
570	0.1334959349
571	0.1334799389
572	0.1334653357
573	0.1334474209
574	0.1334324012
575	0.1334031454
576	0.1333649074
577	0.1333216125
578	0.1332908102
579	0.1332599951
580	0.1332403422
581	0.1332249006
582	0.1331789294
583	0.1331771083
584	0.1331542128
585	0.1331451967
586	0.1331187039
587	0.1330975062
588	0.1330908808
589	0.1330565691
590	0.133049802
591	0.1330415846
592	0.1330384034
593	0.1330225724
594	0.1329994642
595	0.1329788013
596	0.1329499057
597	0.1329283024
598	0.1328541795
599	0.1328317227
600	0.1327968055
601	0.132734835
602	0.132722534
603	0.1326795521
604	0.132677707
605	0.1326614731
606	0.1326514576
607	0.1326201336
608	0.132581769
609	0.1325213734
610	0.1325147476
611	0.1325026064
612	0.1324660761
613	0.1324378931
614	0.132412585
615	0.1324097007
616	0.1324076368
617	0.1323920233
618	0.1323622817
619	0.1323485947
620	0.1323311582
621	0.1323009976
622	0.1322682264
623	0.1322471484
624	0.1322342766
625	0.1322228168
626	0.1321857791
627	0.1321590507
628	0.1321489144
629	0.1321327614
630	0.1320791038
631	0.1320680211
632	0.1320504494
633	0.1320344725
634	0.1320182421
635	0.1319977601
636	0.1319817418
637	0.1319503633
638	0.1318976998
639	0.131877143
640	0.1318354489
641	0.1318232389
642	0.1318051696
643	0.1317778398
644	0.1317745779
645	0.1317375175
646	0.1317318879
647	0.1317144315
648	0.1316810527
649	0.1316376924
650	0.1315976971
651	0.1315696365
652	0.131550298
653	0.1315390319
654	0.1315329315
655	0.1314981045
656	0.131477138
657	0.1314692959
658	0.1314648609
659	0.1314354028
660	0.1313917732
661	0.1313324152
662	0.1313221453
663	0.1312969885
664	0.1312848921
665	0.1312718878
666	0.1312445725
667	0.1312073796
668	0.1311908187
669	0.1311610961
670	0.1311537671
671	0.1311043825
672	0.1310943566
673	0.1310669888
674	0.1310414201
675	0.1310023157
676	0.1309648249
677	0.1309310237
678	0.1309111536
679	0.130884766
680	0.1308382177
681	0.1308294559
682	0.1307914523
683	0.1307520012
684	0.1307210789
685	0.1306999425
686	0.1306677654
687	0.1306447228
688	0.1306064712
689	0.1305713333
690	0.1305586029
691	0.1305451889
692	0.1305151602
693	0.1304768206
694	0.1304663956
695	0.1304485096
696	0.1304278025
697	0.130401262
698	0.1303885439
699	0.130329558
700	0.1303106394
701	0.1302937319
702	0.1302648069
703	0.1302478803
704	0.1302050647
705	0.1301639372
706	0.1301447212
707	0.1301266913
708	0.1301165769
709	0.1300703618
710	0.1300596352
711	0.130008233
712	0.1299730091
713	0.1299422547
714	0.1299222604
715	0.129903426
716	0.1298658666
717	0.1298097392
718	0.1297799677
719	0.129752694
720	0.1297447776
721	0.1297317237
722	0.1297219469
723	0.1296730263
724	0.1296073457
725	0.1295823393
726	0.1295362677
727	0.1295186838
728	0.1295124235
729	0.1294897325
730	0.1294721625
731	0.1294342259
732	0.1294051277
733	0.1293968252
734	0.1293680942
735	0.1293471505
736	0.1292927207
737	0.1292706425
738	0.1292426801
739	0.1292385297
740	0.1292139273
741	0.1291806985
742	0.1291602594
743	0.1291210687
744	0.1290879645
745	0.1290607909
746	0.1290394513
747	0.1290111531
748	0.1289569534
749	0.1289404389
750	0.128926242
751	0.1288939281
752	0.1288788151
753	0.1288694064
754	0.1288526303
755	0.1288264316
756	0.1288036227
757	0.1287818638
758	0.1287560291
759	0.1287235053
760	0.1286837834
761	0.1286799817
762	0.1286504071
763	0.1286199761
764	0.1286074602
765	0.1285969525
766	0.1285812385
767	0.1285368434
768	0.1285232928
769	0.1284687765
770	0.1284403031
771	0.1283986479
772	0.1283883982
773	0.128376035
774	0.1283639571
775	0.1283440953
776	0.1283240788
777	0.128295979
778	0.1282864162
779	0.1282773308
780	0.1282569374
781	0.1282299222
782	0.1282068001
783	0.1281897191
784	0.1281671226
785	0.1281525414
786	0.1281337697
787	0.1280937545
788	0.1280611315
789	0.1280372124
790	0.128018378
791	0.1279852105
792	0.1279423921
793	0.1279402172
794	0.127907799
795	0.1278840188
796	0.1278620719
797	0.1278479629
798	0.1278348115
799	0.1278240382
800	0.1277807536
801	0.1277627273
802	0.1277611277
803	0.1277164488
804	0.1276781136
805	0.1276523531
806	0.1276234942
807	0.1276010854
808	0.1275578217
809	0.1275400408
810	0.1275357409
811	0.1274853898
812	0.1274591568
813	0.1274530167
814	0.1274439903
815	0.1274034615
816	0.1273795902
817	0.1273523003
818	0.1273267337
819	0.1273180005
820	0.127285721
821	0.1272397424
822	0.1271941263
823	0.1271809805
824	0.1271607177
825	0.1271114213
826	0.1270772338
827	0.1270704035
828	0.127050551
829	0.1270435414
830	0.1270277053
831	0.1269926346
832	0.1269558651
833	0.126942313
834	0.1269252567
835	0.1269150545
836	0.1268951207
837	0.1268713525
838	0.1268522148
839	0.1268310606
840	0.1268047879
841	0.1267922477
842	0.1267817211
843	0.1267494929
844	0.1267422484
845	0.1267332981
846	0.1267246232
847	0.1267040572
848	0.1266742129
849	0.1266484634
850	0.1266390318
851	0.1266231349
852	0.1265826274
853	0.126555018
854	0.1265369286
855	0.1264745055
856	0.1264313724
857	0.1263892531
858	0.1263882785
859	0.1263850593
860	0.1263754189
861	0.1263740286
862	0.1263464722
863	0.1263280793
864	0.1263107078
865	0.1263074628
866	0.1262640391
867	0.1262612464
868	0.1262150311
869	0.1261995634
870	0.1261803464
871	0.1261486126
872	0.1260998098
873	0.1260779779
874	0.1260462938
875	0.1260159471
876	0.1259607065
877	0.1259499307
878	0.1259256883
879	0.1259044802
880	0.1258740666
881	0.1258459636
882	0.1258110813
883	0.1257716539
884	0.1257524981
885	0.1257456145
886	0.125731919
887	0.1257285685
888	0.1257174193
889	0.1256646313
890	0.1256298504
891	0.1256253074
892	0.1256101333
893	0.1255858796
894	0.1255785468
895	0.1255387111
896	0.1255273275
897	0.1255036988
898	0.125474876
899	0.1254683719
900	0.1254605937
901	0.1254507918
902	0.1254346337
903	0.1254042743
904	0.1253960932
905	0.1253606075
906	0.1253508102
907	0.1253079845
908	0.1253047777
909	0.1252937419
910	0.1252877642
911	0.1252770581
912	0.1252359702
913	0.1251799622
914	0.1251719072
915	0.1251623105
916	0.1251387193
917	0.1251323964
918	0.12512575
919	0.1250932231
920	0.1250583914
921	0.1250270431
922	0.1250127412
923	0.1250008719
924	0.124978688
925	0.1249640738
926	0.1249266071
927	0.1249187921
928	0.124893385
929	0.1248355786
930	0.1248107027
931	0.1247790441
932	0.1247302412
933	0.1247043305
934	0.1246823892
935	0.1246806308
936	0.1246116202
937	0.1245737189
938	0.1245655998
939	0.1245470205
940	0.1245208966
941	0.1244978134
942	0.124476989
943	0.1244401845
944	0.124409383
945	0.1243814445
946	0.12435857
947	0.1243236455
948	0.124286137
949	0.1242789754
950	0.1242643794
951	0.1242529284
952	0.1242121895
953	0.1241856222
954	0.1241574618
955	0.1241390678
956	0.1241357588
957	0.1241042886
958	0.1240921383
959	0.1240779927
960	0.1240611413
961	0.1240603993
962	0.1240529473
963	0.1240247909
964	0.1240026644
965	0.1239766222
966	0.1239728413
967	0.1239534965
968	0.123936518
969	0.1239187401
970	0.1239173843
971	0.1239136626
972	0.1239086475
973	0.1238935952
974	0.1238905083
975	0.1238880523
976	0.1238814086
977	0.1238702846
978	0.1238488348
979	0.1238294889
980	0.1237911995
981	0.1237719097
982	0.1237443802
983	0.1237194745
984	0.1237140207
985	0.1237033909
986	0.1236517625
987	0.1236364317
988	0.1236187812
989	0.1235970021
990	0.1235794424
991	0.1235440511
992	0.1235340473
993	0.1234997022
994	0.1234856954
995	0.1234678046
996	0.1234585377
997	0.1234388869
998	0.1234153315
999	0.1233841473
